0,0.28227284249040235,
1,0.1197306661635999,
2,0.09608371744488652,
3,0.077616046422521,
4,0.0690552108585516,
5,0.06574526810265864,
6,0.06472247294918798,
7,0.06391178588046495,
8,0.06158265478705456,
9,0.06191488965408382,
10,0.060421980165595524,
11,0.06099074346496603,
12,0.06077789076352219,
13,0.06126443003314324,
14,0.05958411329043704,
15,0.05764654798590139,
16,0.05545445740804338,
17,0.05640136233302276,
18,0.05620168616907864,
19,0.05877444618832861,
20,0.05667226330549854,
21,0.056207100450837086,
22,0.05637282957375578,
23,0.056722919242559657,
24,0.05897060115766592,
25,0.058694410970585024,
26,0.05712275677627895,
27,0.056486594758253184,
28,0.05401132460211492,
29,0.05407759493355717,
30,0.054039365551354676,
31,0.05342506184213716,
32,0.05461117730240869,
33,0.05292175830737338,
34,0.05333829320198959,
35,0.054544789041913705,
36,0.0543291965375082,
37,0.05233727658300687,
38,0.05137844540959879,
39,0.05288965155124417,
40,0.053905329351279736,
41,0.05334386984659108,
42,0.05275153739607666,
43,0.05180982870900708,
44,0.05362489464114449,
45,0.05282028604759094,
46,0.05344457633342044,
47,0.05618710157968895,
48,0.05423377904866149,
49,0.0544998578949286,
50,0.052383049262185746,
51,0.05101594774719155,
52,0.05287125667781861,
53,0.0512098002558645,
54,0.052990409787795754,
55,0.053237673451837456,
56,0.05400943335259039,
57,0.05443612758039788,
58,0.0530219913880757,
59,0.052461446070829844,
60,0.0498632506833824,
61,0.053883390541633255,
62,0.05361088413499732,
